name,status,time_s
arith_sat,sat,.007483721
array_row_sat,sat,.004193068
array_row_unsat,unsat,.003840685
bool_unsat,unsat,.003925085
concat_slice_sat,sat,.003827095
counter_sat,sat,.018961906
counter_unsat,unsat,.009611607
ite_sat,sat,.004070044
ite_unsat,unsat,.004168034
multi_var_sat,sat,.004649878
multi_var_unsat,unsat,.005985975
shift_reg_sat,sat,.008383274
signed_sat,sat,.003841639
simple_sat,sat,.003520966
simple_unsat,unsat,.003734112
wide_sat,sat,.003869295
